model_name,summary,capabilities,primary_version,version_name,size,context,input,usage_command,updated_at
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:32b-instruct-q4_K_M,19GB,32K,Text,ollama pull exaone3.5:32b-instruct-q4_K_M,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:32b-instruct-q8_0,34GB,32K,Text,ollama pull exaone3.5:32b-instruct-q8_0,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:32b-instruct-fp16,64GB,32K,Text,ollama pull exaone3.5:32b-instruct-fp16,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:latest,5.8GB,8K,Text,ollama pull shieldgemma:latest,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b,1.7GB,8K,Text,ollama pull shieldgemma:2b,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b,5.8GB,8K,Text,ollama pull shieldgemma:9b,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b,17GB,8K,Text,ollama pull shieldgemma:27b,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q2_K,1.2GB,8K,Text,ollama pull shieldgemma:2b-q2_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q3_K_S,1.4GB,8K,Text,ollama pull shieldgemma:2b-q3_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q3_K_M,1.5GB,8K,Text,ollama pull shieldgemma:2b-q3_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q3_K_L,1.6GB,8K,Text,ollama pull shieldgemma:2b-q3_K_L,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q4_0,1.6GB,8K,Text,ollama pull shieldgemma:2b-q4_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q4_1,1.8GB,8K,Text,ollama pull shieldgemma:2b-q4_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q4_K_S,1.6GB,8K,Text,ollama pull shieldgemma:2b-q4_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q4_K_M,1.7GB,8K,Text,ollama pull shieldgemma:2b-q4_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q5_0,1.9GB,8K,Text,ollama pull shieldgemma:2b-q5_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q5_1,2.0GB,8K,Text,ollama pull shieldgemma:2b-q5_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q5_K_S,1.9GB,8K,Text,ollama pull shieldgemma:2b-q5_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q5_K_M,1.9GB,8K,Text,ollama pull shieldgemma:2b-q5_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q6_K,2.2GB,8K,Text,ollama pull shieldgemma:2b-q6_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-q8_0,2.8GB,8K,Text,ollama pull shieldgemma:2b-q8_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:2b-fp16,5.2GB,8K,Text,ollama pull shieldgemma:2b-fp16,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q2_K,3.8GB,8K,Text,ollama pull shieldgemma:9b-q2_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q3_K_S,4.3GB,8K,Text,ollama pull shieldgemma:9b-q3_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q3_K_M,4.8GB,8K,Text,ollama pull shieldgemma:9b-q3_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q3_K_L,5.1GB,8K,Text,ollama pull shieldgemma:9b-q3_K_L,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q4_0,5.4GB,8K,Text,ollama pull shieldgemma:9b-q4_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q4_1,6.0GB,8K,Text,ollama pull shieldgemma:9b-q4_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q4_K_S,5.5GB,8K,Text,ollama pull shieldgemma:9b-q4_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q4_K_M,5.8GB,8K,Text,ollama pull shieldgemma:9b-q4_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q5_0,6.5GB,8K,Text,ollama pull shieldgemma:9b-q5_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q5_1,7.0GB,8K,Text,ollama pull shieldgemma:9b-q5_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q5_K_S,6.5GB,8K,Text,ollama pull shieldgemma:9b-q5_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q5_K_M,6.6GB,8K,Text,ollama pull shieldgemma:9b-q5_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q6_K,7.6GB,8K,Text,ollama pull shieldgemma:9b-q6_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-q8_0,9.8GB,8K,Text,ollama pull shieldgemma:9b-q8_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:9b-fp16,18GB,8K,Text,ollama pull shieldgemma:9b-fp16,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q2_K,10GB,8K,Text,ollama pull shieldgemma:27b-q2_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q3_K_S,12GB,8K,Text,ollama pull shieldgemma:27b-q3_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q3_K_M,13GB,8K,Text,ollama pull shieldgemma:27b-q3_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q3_K_L,15GB,8K,Text,ollama pull shieldgemma:27b-q3_K_L,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q4_0,16GB,8K,Text,ollama pull shieldgemma:27b-q4_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q4_1,17GB,8K,Text,ollama pull shieldgemma:27b-q4_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q4_K_S,16GB,8K,Text,ollama pull shieldgemma:27b-q4_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q4_K_M,17GB,8K,Text,ollama pull shieldgemma:27b-q4_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q5_0,19GB,8K,Text,ollama pull shieldgemma:27b-q5_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q5_1,21GB,8K,Text,ollama pull shieldgemma:27b-q5_1,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q5_K_S,19GB,8K,Text,ollama pull shieldgemma:27b-q5_K_S,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q5_K_M,19GB,8K,Text,ollama pull shieldgemma:27b-q5_K_M,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q6_K,22GB,8K,Text,ollama pull shieldgemma:27b-q6_K,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-q8_0,29GB,8K,Text,ollama pull shieldgemma:27b-q8_0,1 year ago
shieldgemma,ShieldGemma is set of instruction tuned models for evaluating the safety of text prompt input and text output responses against a set of defined safety policies.,,2b,shieldgemma:27b-fp16,54GB,8K,Text,ollama pull shieldgemma:27b-fp16,1 year ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:latest,3.8GB,4K,Text,ollama pull xwinlm:latest,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b,3.8GB,4K,Text,ollama pull xwinlm:7b,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:13b,7.4GB,4K,Text,ollama pull xwinlm:13b,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1,3.8GB,4K,Text,ollama pull xwinlm:7b-v0.1,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q2_K,2.8GB,4K,Text,ollama pull xwinlm:7b-v0.1-q2_K,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q3_K_S,2.9GB,4K,Text,ollama pull xwinlm:7b-v0.1-q3_K_S,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q3_K_M,3.3GB,4K,Text,ollama pull xwinlm:7b-v0.1-q3_K_M,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q3_K_L,3.6GB,4K,Text,ollama pull xwinlm:7b-v0.1-q3_K_L,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q4_0,3.8GB,4K,Text,ollama pull xwinlm:7b-v0.1-q4_0,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q4_1,4.2GB,4K,Text,ollama pull xwinlm:7b-v0.1-q4_1,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q4_K_S,3.9GB,4K,Text,ollama pull xwinlm:7b-v0.1-q4_K_S,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q4_K_M,4.1GB,4K,Text,ollama pull xwinlm:7b-v0.1-q4_K_M,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q5_0,4.7GB,4K,Text,ollama pull xwinlm:7b-v0.1-q5_0,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q5_1,5.1GB,4K,Text,ollama pull xwinlm:7b-v0.1-q5_1,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q5_K_S,4.7GB,4K,Text,ollama pull xwinlm:7b-v0.1-q5_K_S,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q5_K_M,4.8GB,4K,Text,ollama pull xwinlm:7b-v0.1-q5_K_M,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q6_K,5.5GB,4K,Text,ollama pull xwinlm:7b-v0.1-q6_K,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-q8_0,7.2GB,4K,Text,ollama pull xwinlm:7b-v0.1-q8_0,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.1-fp16,13GB,4K,Text,ollama pull xwinlm:7b-v0.1-fp16,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2,3.8GB,4K,Text,ollama pull xwinlm:7b-v0.2,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q2_K,2.8GB,4K,Text,ollama pull xwinlm:7b-v0.2-q2_K,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q3_K_S,2.9GB,4K,Text,ollama pull xwinlm:7b-v0.2-q3_K_S,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q3_K_L,3.6GB,4K,Text,ollama pull xwinlm:7b-v0.2-q3_K_L,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q4_0,3.8GB,4K,Text,ollama pull xwinlm:7b-v0.2-q4_0,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q4_1,4.2GB,4K,Text,ollama pull xwinlm:7b-v0.2-q4_1,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q4_K_S,3.9GB,4K,Text,ollama pull xwinlm:7b-v0.2-q4_K_S,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q4_K_M,4.1GB,4K,Text,ollama pull xwinlm:7b-v0.2-q4_K_M,2 years ago
xwinlm,Conversational model based on Llama 2 that performs competitively on various benchmarks.,,7b,xwinlm:7b-v0.2-q5_0,4.7GB,4K,Text,ollama pull xwinlm:7b-v0.2-q5_0,2 years ago
